week_start,producto,categoria,unidades_vendidas,ingreso_total
2025-08-18,Sillón Boho Arena,sillones,17,861800.45
2025-08-18,Sillón Terciopelo Verde,sillones,5,241675.2
2025-08-18,Puff Redondo Boucle,sillones,8,169596.42
2025-08-18,Sillón Acapulco Negro,sillones,7,232840.16
2025-08-18,Difusor Bambú 200ml,aromas,10,37489.89
2025-08-18,Vela Soja Lavanda Grande,aromas,14,37325.43
2025-08-18,Set Sales de Baño Botánico,aromas,5,19043.35
2025-08-18,Incienso Palo Santo 10u,aromas,4,5529.98
2025-08-18,Mantel Lino 180cm,mesa,17,98388.93
2025-08-18,Set Servilletas Bordadas,mesa,13,28896.52
2025-08-18,Porta Velas Mesa Hierro,mesa,12,44393.61
2025-08-18,Camino Mesa Ratan,mesa,9,37625.07
2025-08-18,Maceta Terracota XL,jardin,16,113164.19
2025-08-18,Farolito Solar Colgante,jardin,19,91634.11
2025-08-18,Cojín Exterior Rayas,jardin,18,99842.0
2025-08-18,Regadera Cobre Vintage,jardin,19,161205.0
2025-08-25,Set de Bowls Mediterráneo,cocina,10,41219.81
2025-08-25,Tabla de Madera Olivia,cocina,15,89889.79
2025-08-25,Porta Utensilios Cobre,cocina,15,44876.69
2025-08-25,Delantal Lino Natural,cocina,12,37414.27
2025-08-25,Jabonera Mármol Blanco,baño,4,10380.88
2025-08-25,Set Toallas Waffle,baño,5,30235.4
2025-08-25,Porta Cepillo Cerámica,baño,6,10809.75
2025-08-25,Espejo Redondo Nordico,baño,4,44576.26
2025-08-25,Marco Madera Natural 30x40,deco,20,97159.68
2025-08-25,Jarrón Minimalista Blanco,deco,4,22892.58
2025-08-25,Caja Ratan Organizadora,deco,5,23716.22
2025-08-25,Estante Flotante Roble,deco,6,50359.19
2025-08-25,Sillón Boho Arena,sillones,10,474301.44
2025-08-25,Sillón Terciopelo Verde,sillones,13,683354.88
2025-08-25,Puff Redondo Boucle,sillones,15,339245.28
2025-08-25,Sillón Acapulco Negro,sillones,6,197470.56
2025-08-25,Difusor Bambú 200ml,aromas,17,68205.2
2025-08-25,Vela Soja Lavanda Grande,aromas,19,52753.67
2025-08-25,Set Sales de Baño Botánico,aromas,14,58722.5
2025-08-25,Incienso Palo Santo 10u,aromas,6,8527.68
2025-08-25,Mantel Lino 180cm,mesa,11,60180.56
2025-08-25,Set Servilletas Bordadas,mesa,8,16958.23
2025-08-25,Porta Velas Mesa Hierro,mesa,15,57389.66
2025-08-25,Camino Mesa Ratan,mesa,17,76673.13
2025-08-25,Maceta Terracota XL,jardin,10,66928.32
2025-08-25,Farolito Solar Colgante,jardin,9,39268.8
2025-08-25,Cojín Exterior Rayas,jardin,12,62763.42
2025-08-25,Regadera Cobre Vintage,jardin,16,131468.13
2025-09-01,Set de Bowls Mediterráneo,cocina,18,80335.58
2025-09-01,Tabla de Madera Olivia,cocina,13,76646.21
2025-09-01,Porta Utensilios Cobre,cocina,15,44849.54
2025-09-01,Delantal Lino Natural,cocina,9,27197.37
2025-09-01,Jabonera Mármol Blanco,baño,17,50008.94
2025-09-01,Set Toallas Waffle,baño,6,36930.19
2025-09-01,Porta Cepillo Cerámica,baño,11,20806.7
2025-09-01,Espejo Redondo Nordico,baño,13,158478.53
2025-09-01,Marco Madera Natural 30x40,deco,4,16641.5
2025-09-01,Jarrón Minimalista Blanco,deco,8,47792.97
2025-09-01,Caja Ratan Organizadora,deco,17,91395.67
2025-09-01,Estante Flotante Roble,deco,5,41624.94
2025-09-01,Sillón Boho Arena,sillones,6,271968.77
2025-09-01,Sillón Terciopelo Verde,sillones,10,508734.72
2025-09-01,Puff Redondo Boucle,sillones,6,125159.23
2025-09-01,Sillón Acapulco Negro,sillones,19,711996.88
2025-09-01,Difusor Bambú 200ml,aromas,14,54327.84
2025-09-01,Vela Soja Lavanda Grande,aromas,6,14740.63
2025-09-01,Set Sales de Baño Botánico,aromas,19,83744.37
2025-09-01,Incienso Palo Santo 10u,aromas,12,18141.98
2025-09-01,Mantel Lino 180cm,mesa,10,53812.88
2025-09-01,Set Servilletas Bordadas,mesa,16,36673.33
2025-09-01,Porta Velas Mesa Hierro,mesa,6,20912.76
2025-09-01,Camino Mesa Ratan,mesa,19,87646.45
2025-09-01,Maceta Terracota XL,jardin,19,138291.55
2025-09-01,Farolito Solar Colgante,jardin,8,34585.34
2025-09-01,Cojín Exterior Rayas,jardin,7,34875.28
2025-09-01,Regadera Cobre Vintage,jardin,9,69007.95
2025-09-08,Set de Bowls Mediterráneo,cocina,20,90496.9
2025-09-08,Tabla de Madera Olivia,cocina,6,32793.29
2025-09-08,Porta Utensilios Cobre,cocina,4,10701.14
2025-09-08,Delantal Lino Natural,cocina,6,17556.02
2025-09-08,Jabonera Mármol Blanco,baño,11,30659.06
2025-09-08,Set Toallas Waffle,baño,11,70917.7
2025-09-08,Porta Cepillo Cerámica,baño,4,7024.83
2025-09-08,Espejo Redondo Nordico,baño,6,68158.08
2025-09-08,Marco Madera Natural 30x40,deco,19,91549.3
2025-09-08,Jarrón Minimalista Blanco,deco,5,28917.3
2025-09-08,Caja Ratan Organizadora,deco,19,104189.98
2025-09-08,Estante Flotante Roble,deco,17,158702.81
2025-09-08,Sillón Boho Arena,sillones,4,178083.84
2025-09-08,Sillón Terciopelo Verde,sillones,12,625966.85
2025-09-08,Puff Redondo Boucle,sillones,19,450169.28
2025-09-08,Sillón Acapulco Negro,sillones,16,584209.92
2025-09-08,Difusor Bambú 200ml,aromas,16,63216.44
2025-09-08,Vela Soja Lavanda Grande,aromas,4,9616.26
2025-09-08,Set Sales de Baño Botánico,aromas,19,83299.4
2025-09-08,Incienso Palo Santo 10u,aromas,5,7022.64
2025-09-08,Mantel Lino 180cm,mesa,9,48007.08
2025-09-08,Set Servilletas Bordadas,mesa,16,36594.48
2025-09-08,Porta Velas Mesa Hierro,mesa,7,24580.96
2025-09-08,Camino Mesa Ratan,mesa,5,20006.7
2025-09-08,Maceta Terracota XL,jardin,11,74292.56
2025-09-08,Farolito Solar Colgante,jardin,15,69831.72
2025-09-08,Cojín Exterior Rayas,jardin,11,56673.76
2025-09-08,Regadera Cobre Vintage,jardin,10,77919.28
2025-09-15,Set de Bowls Mediterráneo,cocina,9,36934.53
2025-09-15,Tabla de Madera Olivia,cocina,15,90145.92
2025-09-15,Porta Utensilios Cobre,cocina,17,51968.51
2025-09-15,Delantal Lino Natural,cocina,15,47888.3
2025-09-15,Jabonera Mármol Blanco,baño,17,49890.13
2025-09-15,Set Toallas Waffle,baño,14,92815.63
2025-09-15,Porta Cepillo Cerámica,baño,4,6994.92
2025-09-15,Espejo Redondo Nordico,baño,17,214275.07
2025-09-15,Marco Madera Natural 30x40,deco,13,59437.87
2025-09-15,Jarrón Minimalista Blanco,deco,6,34939.43
2025-09-15,Caja Ratan Organizadora,deco,9,44563.39
2025-09-15,Estante Flotante Roble,deco,15,137801.9
2025-09-15,Sillón Boho Arena,sillones,15,743258.88
2025-09-15,Sillón Terciopelo Verde,sillones,5,243172.8
2025-09-15,Puff Redondo Boucle,sillones,9,192436.99
2025-09-15,Sillón Acapulco Negro,sillones,4,129207.68
2025-09-15,Difusor Bambú 200ml,aromas,4,13999.32
2025-09-15,Vela Soja Lavanda Grande,aromas,18,49754.02
2025-09-15,Set Sales de Baño Botánico,aromas,12,49401.52
2025-09-15,Incienso Palo Santo 10u,aromas,11,16459.87
2025-09-15,Mantel Lino 180cm,mesa,4,20298.78
2025-09-15,Set Servilletas Bordadas,mesa,18,41873.99
2025-09-15,Porta Velas Mesa Hierro,mesa,19,75152.39
2025-09-15,Camino Mesa Ratan,mesa,5,20111.96
2025-09-15,Maceta Terracota XL,jardin,17,121481.73
2025-09-15,Farolito Solar Colgante,jardin,17,80797.46
2025-09-15,Cojín Exterior Rayas,jardin,20,112038.78
2025-09-15,Regadera Cobre Vintage,jardin,7,53005.71
2025-09-22,Set de Bowls Mediterráneo,cocina,6,23868.63
2025-09-22,Tabla de Madera Olivia,cocina,11,63536.63
2025-09-22,Porta Utensilios Cobre,cocina,18,55418.03
2025-09-22,Delantal Lino Natural,cocina,17,55695.89
2025-09-22,Jabonera Mármol Blanco,baño,9,24611.73
2025-09-22,Set Toallas Waffle,baño,18,124128.58
2025-09-22,Porta Cepillo Cerámica,baño,7,12733.74
2025-09-22,Espejo Redondo Nordico,baño,7,79840.32
2025-09-22,Marco Madera Natural 30x40,deco,6,25595.14
2025-09-22,Jarrón Minimalista Blanco,deco,15,96035.52
2025-09-22,Caja Ratan Organizadora,deco,5,23703.17
2025-09-22,Estante Flotante Roble,deco,4,33001.48
2025-09-22,Sillón Boho Arena,sillones,16,798363.65
2025-09-22,Sillón Terciopelo Verde,sillones,19,1055405.31
2025-09-22,Puff Redondo Boucle,sillones,17,392783.78
2025-09-22,Sillón Acapulco Negro,sillones,12,423050.88
2025-09-22,Difusor Bambú 200ml,aromas,12,45921.02
2025-09-22,Vela Soja Lavanda Grande,aromas,14,37197.31
2025-09-22,Set Sales de Baño Botánico,aromas,18,78545.64
2025-09-22,Incienso Palo Santo 10u,aromas,14,21471.41
2025-09-22,Mantel Lino 180cm,mesa,10,53882.4
2025-09-22,Set Servilletas Bordadas,mesa,10,21542.05
2025-09-22,Porta Velas Mesa Hierro,mesa,7,24635.67
2025-09-22,Camino Mesa Ratan,mesa,9,37848.6
2025-09-22,Maceta Terracota XL,jardin,13,89378.76
2025-09-22,Farolito Solar Colgante,jardin,12,54120.96
2025-09-22,Cojín Exterior Rayas,jardin,13,68697.82
2025-09-22,Regadera Cobre Vintage,jardin,14,113590.62
2025-09-29,Set de Bowls Mediterráneo,cocina,20,90503.62
2025-09-29,Tabla de Madera Olivia,cocina,10,56928.16
2025-09-29,Porta Utensilios Cobre,cocina,4,10757.56
2025-09-29,Delantal Lino Natural,cocina,9,27042.02
2025-09-29,Jabonera Mármol Blanco,baño,7,18728.19
2025-09-29,Set Toallas Waffle,baño,9,56730.02
2025-09-29,Porta Cepillo Cerámica,baño,10,18756.8
2025-09-29,Espejo Redondo Nordico,baño,7,79977.41
2025-09-29,Marco Madera Natural 30x40,deco,18,86370.62
2025-09-29,Jarrón Minimalista Blanco,deco,15,95867.38
2025-09-29,Caja Ratan Organizadora,deco,19,104349.67
2025-09-29,Estante Flotante Roble,deco,4,32985.54
2025-09-29,Sillón Boho Arena,sillones,16,804261.89
2025-09-29,Sillón Terciopelo Verde,sillones,13,681548.61
2025-09-29,Puff Redondo Boucle,sillones,9,192291.26
2025-09-29,Sillón Acapulco Negro,sillones,7,232855.84
2025-09-29,Difusor Bambú 200ml,aromas,13,49841.83
2025-09-29,Vela Soja Lavanda Grande,aromas,8,20101.79
2025-09-29,Set Sales de Baño Botánico,aromas,7,27304.03
2025-09-29,Incienso Palo Santo 10u,aromas,6,8530.13
2025-09-29,Mantel Lino 180cm,mesa,8,42568.06
2025-09-29,Set Servilletas Bordadas,mesa,13,28980.27
2025-09-29,Porta Velas Mesa Hierro,mesa,19,75170.38
2025-09-29,Camino Mesa Ratan,mesa,7,28830.02
2025-09-29,Maceta Terracota XL,jardin,12,82187.52
2025-09-29,Farolito Solar Colgante,jardin,13,59314.32
2025-09-29,Cojín Exterior Rayas,jardin,14,74642.71
2025-09-29,Regadera Cobre Vintage,jardin,11,86217.31
2025-10-06,Set de Bowls Mediterráneo,cocina,16,68108.54
2025-10-06,Tabla de Madera Olivia,cocina,9,49924.92
2025-10-06,Porta Utensilios Cobre,cocina,21,64187.63
2025-10-06,Delantal Lino Natural,cocina,24,80116.3
2025-10-06,Jabonera Mármol Blanco,baño,10,27005.89
2025-10-06,Set Toallas Waffle,baño,17,112881.5
2025-10-06,Porta Cepillo Cerámica,baño,18,35181.68
2025-10-06,Espejo Redondo Nordico,baño,16,195068.93
2025-10-06,Marco Madera Natural 30x40,deco,6,25084.08
2025-10-06,Jarrón Minimalista Blanco,deco,15,93415.15
2025-10-06,Caja Ratan Organizadora,deco,6,28623.48
2025-10-06,Estante Flotante Roble,deco,19,175341.82
2025-10-06,Sillón Boho Arena,sillones,14,668355.07
2025-10-06,Sillón Terciopelo Verde,sillones,10,501770.88
2025-10-06,Puff Redondo Boucle,sillones,18,407841.98
2025-10-06,Sillón Acapulco Negro,sillones,24,905976.96
2025-10-06,Difusor Bambú 200ml,aromas,10,36556.0
2025-10-06,Vela Soja Lavanda Grande,aromas,9,22372.27
2025-10-06,Set Sales de Baño Botánico,aromas,24,106198.0
2025-10-06,Incienso Palo Santo 10u,aromas,6,8396.78
2025-10-06,Mantel Lino 180cm,mesa,14,76672.29
2025-10-06,Set Servilletas Bordadas,mesa,22,51468.17
2025-10-06,Porta Velas Mesa Hierro,mesa,6,20642.45
2025-10-06,Camino Mesa Ratan,mesa,18,79502.8
2025-10-06,Maceta Terracota XL,jardin,8,51649.54
2025-10-06,Farolito Solar Colgante,jardin,6,25085.81
2025-10-06,Cojín Exterior Rayas,jardin,14,72604.31
2025-10-06,Regadera Cobre Vintage,jardin,11,84699.0
2025-10-13,Set de Bowls Mediterráneo,cocina,5,19413.41
2025-10-13,Tabla de Madera Olivia,cocina,13,74713.56
2025-10-13,Porta Utensilios Cobre,cocina,18,53571.4
2025-10-13,Delantal Lino Natural,cocina,8,23552.46
2025-10-13,Jabonera Mármol Blanco,baño,18,51950.71
2025-10-13,Set Toallas Waffle,baño,20,135934.24
2025-10-13,Porta Cepillo Cerámica,baño,18,35273.61
2025-10-13,Espejo Redondo Nordico,baño,9,102962.88
2025-10-13,Marco Madera Natural 30x40,deco,13,57780.22
2025-10-13,Jarrón Minimalista Blanco,deco,14,86518.07
2025-10-13,Caja Ratan Organizadora,deco,8,38699.94
2025-10-13,Estante Flotante Roble,deco,18,164516.43
2025-10-13,Sillón Boho Arena,sillones,7,317097.98
2025-10-13,Sillón Terciopelo Verde,sillones,20,1085377.28
2025-10-13,Puff Redondo Boucle,sillones,8,167540.74
2025-10-13,Sillón Acapulco Negro,sillones,21,773325.84
2025-10-13,Difusor Bambú 200ml,aromas,14,53164.25
2025-10-13,Vela Soja Lavanda Grande,aromas,6,14537.7
2025-10-13,Set Sales de Baño Botánico,aromas,20,85897.95
2025-10-13,Incienso Palo Santo 10u,aromas,6,8429.33
2025-10-13,Mantel Lino 180cm,mesa,11,59063.49
2025-10-13,Set Servilletas Bordadas,mesa,17,38330.51
2025-10-13,Porta Velas Mesa Hierro,mesa,5,17177.77
2025-10-13,Camino Mesa Ratan,mesa,24,110886.34
2025-10-13,Maceta Terracota XL,jardin,23,166827.5
2025-10-13,Farolito Solar Colgante,jardin,21,99288.5
2025-10-13,Cojín Exterior Rayas,jardin,19,102560.72
2025-10-13,Regadera Cobre Vintage,jardin,18,146679.87
2025-10-20,Set de Bowls Mediterráneo,cocina,6,23411.0
2025-10-20,Tabla de Madera Olivia,cocina,11,62302.49
2025-10-20,Porta Utensilios Cobre,cocina,16,46957.54
2025-10-20,Delantal Lino Natural,cocina,6,17352.46
2025-10-20,Jabonera Mármol Blanco,baño,9,24187.16
2025-10-20,Set Toallas Waffle,baño,18,120436.99
2025-10-20,Porta Cepillo Cerámica,baño,6,10606.92
2025-10-20,Espejo Redondo Nordico,baño,7,79214.02
2025-10-20,Marco Madera Natural 30x40,deco,18,83292.62
2025-10-20,Jarrón Minimalista Blanco,deco,12,73031.04
2025-10-20,Caja Ratan Organizadora,deco,10,49415.33
2025-10-20,Estante Flotante Roble,deco,17,155136.97
2025-10-20,Sillón Boho Arena,sillones,17,835623.17
2025-10-20,Sillón Terciopelo Verde,sillones,21,1148731.58
2025-10-20,Puff Redondo Boucle,sillones,22,514976.0
2025-10-20,Sillón Acapulco Negro,sillones,21,776524.56
2025-10-20,Difusor Bambú 200ml,aromas,12,44582.21
2025-10-20,Vela Soja Lavanda Grande,aromas,12,30709.79
2025-10-20,Set Sales de Baño Botánico,aromas,9,35419.87
2025-10-20,Incienso Palo Santo 10u,aromas,24,38703.74
2025-10-20,Mantel Lino 180cm,mesa,5,25470.72
2025-10-20,Set Servilletas Bordadas,mesa,12,25839.9
2025-10-20,Porta Velas Mesa Hierro,mesa,9,31822.55
2025-10-20,Camino Mesa Ratan,mesa,5,19968.17
2025-10-20,Maceta Terracota XL,jardin,13,87339.2
2025-10-20,Farolito Solar Colgante,jardin,9,38802.89
2025-10-20,Cojín Exterior Rayas,jardin,12,61031.19
2025-10-20,Regadera Cobre Vintage,jardin,22,184069.49
2025-10-27,Set de Bowls Mediterráneo,cocina,12,49321.04
2025-10-27,Tabla de Madera Olivia,cocina,10,56015.01
2025-10-27,Porta Utensilios Cobre,cocina,19,57318.99
2025-10-27,Delantal Lino Natural,cocina,17,53878.79
2025-10-27,Jabonera Mármol Blanco,baño,7,18463.51
2025-10-27,Set Toallas Waffle,baño,17,112798.4
2025-10-27,Porta Cepillo Cerámica,baño,10,18301.71
2025-10-27,Espejo Redondo Nordico,baño,18,222801.41
2025-10-27,Marco Madera Natural 30x40,deco,12,53015.04
2025-10-27,Jarrón Minimalista Blanco,deco,12,73296.5
2025-10-27,Caja Ratan Organizadora,deco,22,119389.78
2025-10-27,Estante Flotante Roble,deco,7,58389.55
2025-10-27,Sillón Boho Arena,sillones,23,1185254.4
2025-10-27,Sillón Terciopelo Verde,sillones,10,501488.0
2025-10-27,Puff Redondo Boucle,sillones,12,259615.49
2025-10-27,Sillón Acapulco Negro,sillones,8,265126.4
2025-10-27,Difusor Bambú 200ml,aromas,10,36796.77
2025-10-27,Vela Soja Lavanda Grande,aromas,5,12069.2
2025-10-27,Set Sales de Baño Botánico,aromas,22,95884.76
2025-10-27,Incienso Palo Santo 10u,aromas,5,6937.56
2025-10-27,Mantel Lino 180cm,mesa,5,25540.24
2025-10-27,Set Servilletas Bordadas,mesa,9,19007.05
2025-10-27,Porta Velas Mesa Hierro,mesa,6,20761.8
2025-10-27,Camino Mesa Ratan,mesa,11,45956.68
2025-10-27,Maceta Terracota XL,jardin,16,110673.1
2025-10-27,Farolito Solar Colgante,jardin,8,34274.3
2025-10-27,Cojín Exterior Rayas,jardin,7,34361.6
2025-10-27,Regadera Cobre Vintage,jardin,14,110331.02
2025-11-03,Set de Bowls Mediterráneo,cocina,27,117400.75
2025-11-03,Tabla de Madera Olivia,cocina,30,183142.66
2025-11-03,Porta Utensilios Cobre,cocina,10,27244.69
2025-11-03,Delantal Lino Natural,cocina,7,20091.08
2025-11-03,Jabonera Mármol Blanco,baño,21,59010.74
2025-11-03,Set Toallas Waffle,baño,12,73990.18
2025-11-03,Porta Cepillo Cerámica,baño,26,50932.59
2025-11-03,Espejo Redondo Nordico,baño,12,137147.9
2025-11-03,Marco Madera Natural 30x40,deco,16,70246.66
2025-11-03,Jarrón Minimalista Blanco,deco,34,226470.03
2025-11-03,Caja Ratan Organizadora,deco,32,173020.72
2025-11-03,Estante Flotante Roble,deco,13,110546.26
2025-11-03,Sillón Boho Arena,sillones,31,1575518.21
2025-11-03,Sillón Terciopelo Verde,sillones,35,1964056.64
2025-11-03,Puff Redondo Boucle,sillones,7,142305.86
2025-11-03,Sillón Acapulco Negro,sillones,23,812882.56
2025-11-03,Difusor Bambú 200ml,aromas,12,43433.09
2025-11-03,Vela Soja Lavanda Grande,aromas,35,98221.76
2025-11-03,Set Sales de Baño Botánico,aromas,19,76962.71
2025-11-03,Incienso Palo Santo 10u,aromas,9,12642.7
2025-11-03,Mantel Lino 180cm,mesa,27,153741.46
2025-11-03,Set Servilletas Bordadas,mesa,21,46373.71
2025-11-03,Porta Velas Mesa Hierro,mesa,16,57560.4
2025-11-03,Camino Mesa Ratan,mesa,30,135553.2
2025-11-03,Maceta Terracota XL,jardin,16,105659.6
2025-11-03,Farolito Solar Colgante,jardin,22,99871.2
2025-11-03,Cojín Exterior Rayas,jardin,22,114868.58
2025-11-03,Regadera Cobre Vintage,jardin,34,288111.1
2025-11-10,Set de Bowls Mediterráneo,cocina,10,39454.46
2025-11-10,Tabla de Madera Olivia,cocina,21,121870.16
2025-11-10,Porta Utensilios Cobre,cocina,25,74104.28
2025-11-10,Delantal Lino Natural,cocina,11,32157.66
2025-11-10,Jabonera Mármol Blanco,baño,11,29070.27
2025-11-10,Set Toallas Waffle,baño,24,159037.63
2025-11-10,Porta Cepillo Cerámica,baño,18,33657.72
2025-11-10,Espejo Redondo Nordico,baño,20,238279.68
2025-11-10,Marco Madera Natural 30x40,deco,32,152778.24
2025-11-10,Jarrón Minimalista Blanco,deco,13,77067.79
2025-11-10,Caja Ratan Organizadora,deco,15,74228.26
2025-11-10,Estante Flotante Roble,deco,17,148010.13
2025-11-10,Sillón Boho Arena,sillones,8,356861.95
2025-11-10,Sillón Terciopelo Verde,sillones,16,807812.1
2025-11-10,Puff Redondo Boucle,sillones,31,719810.08
2025-11-10,Sillón Acapulco Negro,sillones,30,1104180.0
2025-11-10,Difusor Bambú 200ml,aromas,23,88619.4
2025-11-10,Vela Soja Lavanda Grande,aromas,22,57723.49
2025-11-10,Set Sales de Baño Botánico,aromas,19,76995.11
2025-11-10,Incienso Palo Santo 10u,aromas,8,11158.27
2025-11-10,Mantel Lino 180cm,mesa,30,173184.0
2025-11-10,Set Servilletas Bordadas,mesa,11,22916.82
2025-11-10,Porta Velas Mesa Hierro,mesa,29,112386.88
2025-11-10,Camino Mesa Ratan,mesa,7,27832.63
2025-11-10,Maceta Terracota XL,jardin,32,230617.7
2025-11-10,Farolito Solar Colgante,jardin,21,94560.48
2025-11-10,Cojín Exterior Rayas,jardin,23,121368.17
2025-11-10,Regadera Cobre Vintage,jardin,20,156900.32
2025-11-17,Set de Bowls Mediterráneo,cocina,11,43762.12
2025-11-17,Tabla de Madera Olivia,cocina,18,102898.31
2025-11-17,Porta Utensilios Cobre,cocina,10,27221.02
2025-11-17,Delantal Lino Natural,cocina,21,65223.95
2025-11-17,Jabonera Mármol Blanco,baño,28,81322.75
2025-11-17,Set Toallas Waffle,baño,10,61268.48
2025-11-17,Porta Cepillo Cerámica,baño,25,48738.04
2025-11-17,Espejo Redondo Nordico,baño,29,363206.21
2025-11-17,Marco Madera Natural 30x40,deco,20,89500.32
2025-11-17,Jarrón Minimalista Blanco,deco,25,158804.32
2025-11-17,Caja Ratan Organizadora,deco,34,185673.95
2025-11-17,Estante Flotante Roble,deco,31,291010.49
2025-11-17,Sillón Boho Arena,sillones,34,1748955.65
2025-11-17,Sillón Terciopelo Verde,sillones,22,1149729.15
2025-11-17,Puff Redondo Boucle,sillones,34,804441.09
2025-11-17,Sillón Acapulco Negro,sillones,10,328350.4
2025-11-17,Difusor Bambú 200ml,aromas,29,115024.12
2025-11-17,Vela Soja Lavanda Grande,aromas,11,26998.86
2025-11-17,Set Sales de Baño Botánico,aromas,18,72577.87
2025-11-17,Incienso Palo Santo 10u,aromas,31,49223.78
2025-11-17,Mantel Lino 180cm,mesa,23,128018.0
2025-11-17,Set Servilletas Bordadas,mesa,17,36580.79
2025-11-17,Porta Velas Mesa Hierro,mesa,26,98781.24
2025-11-17,Camino Mesa Ratan,mesa,12,49207.41
2025-11-17,Maceta Terracota XL,jardin,34,248271.81
2025-11-17,Farolito Solar Colgante,jardin,12,51408.0
2025-11-17,Cojín Exterior Rayas,jardin,21,109179.03
2025-11-17,Regadera Cobre Vintage,jardin,29,239653.26
2025-11-24,Set de Bowls Mediterráneo,cocina,24,102414.41
2025-11-24,Tabla de Madera Olivia,cocina,22,128731.05
2025-11-24,Porta Utensilios Cobre,cocina,23,67523.88
2025-11-24,Delantal Lino Natural,cocina,19,58222.41
2025-11-24,Jabonera Mármol Blanco,baño,9,23583.97
2025-11-24,Set Toallas Waffle,baño,7,41905.86
2025-11-24,Porta Cepillo Cerámica,baño,14,25623.25
2025-11-24,Espejo Redondo Nordico,baño,13,149076.1
2025-11-24,Marco Madera Natural 30x40,deco,22,99700.13
2025-11-24,Jarrón Minimalista Blanco,deco,13,77177.4
2025-11-24,Caja Ratan Organizadora,deco,33,179730.94
2025-11-24,Estante Flotante Roble,deco,34,324048.29
2025-11-24,Sillón Boho Arena,sillones,29,1457234.69
2025-11-24,Sillón Terciopelo Verde,sillones,15,753792.0
2025-11-24,Puff Redondo Boucle,sillones,25,562091.2
2025-11-24,Sillón Acapulco Negro,sillones,8,260328.32
2025-11-24,Difusor Bambú 200ml,aromas,25,97006.4
2025-11-24,Vela Soja Lavanda Grande,aromas,33,91516.34
2025-11-24,Set Sales de Baño Botánico,aromas,8,30403.76
2025-11-24,Incienso Palo Santo 10u,aromas,20,29886.24
2025-11-24,Mantel Lino 180cm,mesa,29,166602.22
2025-11-24,Set Servilletas Bordadas,mesa,27,61320.76
2025-11-24,Porta Velas Mesa Hierro,mesa,10,34842.16
2025-11-24,Camino Mesa Ratan,mesa,18,76032.81
2025-11-24,Maceta Terracota XL,jardin,10,63991.81
2025-11-24,Farolito Solar Colgante,jardin,8,33450.62
2025-11-24,Cojín Exterior Rayas,jardin,14,70004.48
2025-11-24,Regadera Cobre Vintage,jardin,22,174500.76
2025-12-01,Set de Bowls Mediterráneo,cocina,16,65299.05
2025-12-01,Tabla de Madera Olivia,cocina,8,43159.42
2025-12-01,Porta Utensilios Cobre,cocina,19,54588.67
2025-12-01,Delantal Lino Natural,cocina,31,101756.83
2025-12-01,Jabonera Mármol Blanco,baño,22,62053.38
2025-12-01,Set Toallas Waffle,baño,33,228461.38
2025-12-01,Porta Cepillo Cerámica,baño,31,62140.91
2025-12-01,Espejo Redondo Nordico,baño,14,161702.02
2025-12-01,Marco Madera Natural 30x40,deco,32,152946.43
2025-12-01,Jarrón Minimalista Blanco,deco,23,144094.45
2025-12-01,Caja Ratan Organizadora,deco,18,90135.85
2025-12-01,Estante Flotante Roble,deco,22,197335.07
2025-12-01,Sillón Boho Arena,sillones,26,1285280.26
2025-12-01,Sillón Terciopelo Verde,sillones,27,1455060.67
2025-12-01,Puff Redondo Boucle,sillones,34,801030.21
2025-12-01,Sillón Acapulco Negro,sillones,6,193223.52
2025-12-01,Difusor Bambú 200ml,aromas,20,75854.08
2025-12-01,Vela Soja Lavanda Grande,aromas,28,75545.43
2025-12-01,Set Sales de Baño Botánico,aromas,33,144257.94
2025-12-01,Incienso Palo Santo 10u,aromas,23,34872.6
2025-12-01,Mantel Lino 180cm,mesa,12,62689.44
2025-12-01,Set Servilletas Bordadas,mesa,19,41309.77
2025-12-01,Porta Velas Mesa Hierro,mesa,25,94477.28
2025-12-01,Camino Mesa Ratan,mesa,27,119952.66
2025-12-01,Maceta Terracota XL,jardin,22,150217.55
2025-12-01,Farolito Solar Colgante,jardin,16,69990.91
2025-12-01,Cojín Exterior Rayas,jardin,22,115300.56
2025-12-01,Regadera Cobre Vintage,jardin,24,193228.19
2025-12-08,Set de Bowls Mediterráneo,cocina,7,27085.16
2025-12-08,Tabla de Madera Olivia,cocina,9,48910.15
2025-12-08,Porta Utensilios Cobre,cocina,15,42059.28
2025-12-08,Delantal Lino Natural,cocina,11,32194.76
2025-12-08,Jabonera Mármol Blanco,baño,24,68426.8
2025-12-08,Set Toallas Waffle,baño,35,245441.56
2025-12-08,Porta Cepillo Cerámica,baño,28,55339.92
2025-12-08,Espejo Redondo Nordico,baño,20,239047.68
2025-12-08,Marco Madera Natural 30x40,deco,13,55905.41
2025-12-08,Jarrón Minimalista Blanco,deco,17,103249.84
2025-12-08,Caja Ratan Organizadora,deco,12,58304.51
2025-12-08,Estante Flotante Roble,deco,30,281059.15
2025-12-08,Sillón Boho Arena,sillones,19,902573.57
2025-12-08,Sillón Terciopelo Verde,sillones,24,1267688.45
2025-12-08,Puff Redondo Boucle,sillones,34,804453.06
2025-12-08,Sillón Acapulco Negro,sillones,35,1318237.2
2025-12-08,Difusor Bambú 200ml,aromas,18,67179.74
2025-12-08,Vela Soja Lavanda Grande,aromas,21,54646.3
