week;channel;campaign;categoria;cost;impressions;clicks;revenue;cpc;cpm;ctr;roas
2025-03-24;Meta Ads;aromas;aromas;1630,53;36794;827;10651,76;1,97;44,32;2,25;6,53
2025-03-24;Meta Ads;bano;bano;2162,04;49500;1113;7388,94;1,94;43,68;2,25;3,42
2025-03-24;Meta Ads;cocina;cocina;2515,3;59069;1286;12398,17;1,96;42,58;2,18;4,93
2025-03-24;Meta Ads;deco;deco;3042,59;68835;1552;10533,2;1,96;44,2;2,25;3,46
2025-03-24;Meta Ads;jardin;jardin;2084,96;51349;1043;10694,76;2,0;40,6;2,03;5,13
2025-03-24;Meta Ads;mesa;mesa;2276,26;54904;1171;9600,17;1,94;41,46;2,13;4,22
2025-03-24;Meta Ads;sillones;sillones;4044,15;100559;2153;8093,07;1,88;40,22;2,14;2,0
2025-03-31;Google Ads;aromas;aromas;1809,06;49221;924;2778,21;1,96;36,75;1,88;1,54
2025-03-31;Google Ads;bano;bano;3292,34;88986;1779;18421,1;1,85;37,0;2,0;5,6
2025-03-31;Google Ads;cocina;cocina;3759,01;101850;1990;27158,32;1,89;36,91;1,95;7,22
2025-03-31;Google Ads;deco;deco;3439,12;93530;1763;14976,82;1,95;36,77;1,88;4,35
2025-03-31;Google Ads;jardin;jardin;3103,64;84164;1631;9627,99;1,9;36,88;1,94;3,1
2025-03-31;Google Ads;mesa;mesa;2873,22;78019;1493;11757,5;1,92;36,83;1,91;4,09
2025-03-31;Google Ads;sillones;sillones;4613,81;124715;2491;21994,77;1,85;36,99;2,0;4,77
2025-03-31;Meta Ads;aromas;aromas;2170,38;49326;1142;14982,05;1,9;44,0;2,32;6,9
2025-03-31;Meta Ads;bano;bano;2341,55;53742;1217;5414,13;1,92;43,57;2,26;2,31
2025-03-31;Meta Ads;cocina;cocina;2284,29;52365;1151;12977,78;1,98;43,62;2,2;5,68
2025-03-31;Meta Ads;deco;deco;3073,95;78489;1570;10616,32;1,96;39,16;2,0;3,45
2025-03-31;Meta Ads;jardin;jardin;3221,06;73894;1706;14148,7;1,89;43,59;2,31;4,39
2025-03-31;Meta Ads;mesa;mesa;2423,36;53861;1257;8768,88;1,93;44,99;2,33;3,62
2025-03-31;Meta Ads;sillones;sillones;3346,53;80872;1746;4870,61;1,92;41,38;2,16;1,46
2025-04-07;Google Ads;aromas;aromas;2254,69;61105;1191;6625,72;1,89;36,9;1,95;2,94
2025-04-07;Google Ads;bano;bano;2316,26;62957;1193;11407,16;1,94;36,79;1,89;4,92
2025-04-07;Google Ads;cocina;cocina;2815,89;76700;1424;19331,7;1,98;36,71;1,86;6,87
2025-04-07;Google Ads;deco;deco;3790,06;102888;1974;14288,6;1,92;36,84;1,92;3,77
2025-04-07;Google Ads;jardin;jardin;2503,41;68158;1271;6470,91;1,97;36,73;1,86;2,58
2025-04-07;Google Ads;mesa;mesa;3013,71;81766;1577;13764,52;1,91;36,86;1,93;4,57
2025-04-07;Google Ads;sillones;sillones;3199,14;86990;1642;18263,06;1,95;36,78;1,89;5,71
2025-04-07;Meta Ads;aromas;aromas;2116,32;50387;1111;13355,97;1,9;42,0;2,2;6,31
2025-04-07;Meta Ads;bano;bano;2060,11;51019;1053;6366,44;1,96;40,38;2,06;3,09
2025-04-07;Meta Ads;cocina;cocina;2774,19;67824;1437;14508,68;1,93;40,9;2,12;5,23
2025-04-07;Meta Ads;deco;deco;3480,78;82550;1808;13188,61;1,93;42,17;2,19;3,79
2025-04-07;Meta Ads;jardin;jardin;2693,14;64950;1398;13950,14;1,93;41,46;2,15;5,18
2025-04-07;Meta Ads;mesa;mesa;3049,35;81054;1622;9833,6;1,88;37,62;2,0;3,22
2025-04-07;Meta Ads;sillones;sillones;2539,02;54788;1275;4539,01;1,99;46,34;2,33;1,79
2025-04-14;Google Ads;aromas;aromas;2423,04;65594;1292;6363,29;1,88;36,94;1,97;2,63
2025-04-14;Google Ads;bano;bano;2007,01;54710;1008;12708,15;1,99;36,68;1,84;6,33
2025-04-14;Google Ads;cocina;cocina;2920,04;79478;1486;16825,8;1,97;36,74;1,87;5,76
2025-04-14;Google Ads;deco;deco;5012,21;135479;2707;17904,62;1,85;37,0;2,0;3,57
2025-04-14;Google Ads;jardin;jardin;3392,5;91867;1804;8766,02;1,88;36,93;1,96;2,58
2025-04-14;Google Ads;mesa;mesa;3742,78;101207;2015;17355,12;1,86;36,98;1,99;4,64
2025-04-14;Google Ads;sillones;sillones;4420,84;119569;2375;18519,69;1,86;36,97;1,99;4,19
2025-04-14;Meta Ads;aromas;aromas;1753,79;42818;899;13155,99;1,95;40,96;2,1;7,5
2025-04-14;Meta Ads;bano;bano;2842,88;73915;1510;8525,51;1,88;38,46;2,04;3,0
2025-04-14;Meta Ads;cocina;cocina;3126,45;81756;1642;16098,28;1,9;38,24;2,01;5,15
2025-04-14;Meta Ads;deco;deco;4395,48;99706;2341;17294,46;1,88;44,08;2,35;3,93
2025-04-14;Meta Ads;jardin;jardin;3225,92;76032;1709;17536,17;1,89;42,43;2,25;5,44
2025-04-14;Meta Ads;mesa;mesa;2528,69;61337;1318;10495,48;1,92;41,23;2,15;4,15
2025-04-14;Meta Ads;sillones;sillones;3422,76;85767;1790;7889,53;1,91;39,91;2,09;2,31
2025-04-21;Google Ads;aromas;aromas;2147,74;58253;1127;4858,62;1,91;36,87;1,93;2,26
2025-04-21;Google Ads;bano;bano;3088,72;83556;1657;17291,83;1,86;36,97;1,98;5,6
2025-04-21;Google Ads;cocina;cocina;3714,99;100677;1963;24603,49;1,89;36,9;1,95;6,62
2025-04-21;Google Ads;deco;deco;4307,05;116675;2284;17643,23;1,89;36,91;1,96;4,1
2025-04-21;Google Ads;jardin;jardin;2320,24;63273;1161;9064,2;2,0;36,67;1,83;3,91
2025-04-21;Google Ads;mesa;mesa;2748,17;74684;1418;14135,16;1,94;36,8;1,9;5,14
2025-04-21;Google Ads;sillones;sillones;2775,97;75706;1388;14011,49;2,0;36,67;1,83;5,05
2025-04-21;Meta Ads;aromas;aromas;2452,92;64903;1307;18264,05;1,88;37,79;2,01;7,45
2025-04-21;Meta Ads;bano;bano;2872,94;66191;1527;9676,29;1,88;43,4;2,31;3,37
2025-04-21;Meta Ads;cocina;cocina;3229,68;80539;1702;19646,98;1,9;40,1;2,11;6,08
2025-04-21;Meta Ads;deco;deco;3106,92;72742;1590;12600,3;1,95;42,71;2,19;4,06
2025-04-21;Meta Ads;jardin;jardin;2499,93;57152;1285;12830,09;1,95;43,74;2,25;5,13
2025-04-21;Meta Ads;mesa;mesa;2031,61;50460;1028;7496,88;1,98;40,26;2,04;3,69
2025-04-21;Meta Ads;sillones;sillones;4056,2;99143;2160;6315,26;1,88;40,91;2,18;1,56
2025-04-28;Google Ads;aromas;aromas;1935,4;52591;1000;6154,61;1,94;36,8;1,9;3,18
2025-04-28;Google Ads;bano;bano;2315,86;62946;1193;13842,96;1,94;36,79;1,9;5,98
2025-04-28;Google Ads;cocina;cocina;3083,41;83834;1584;21579,55;1,95;36,78;1,89;7,0
2025-04-28;Google Ads;deco;deco;4462,25;120813;2377;20424,34;1,88;36,94;1,97;4,58
2025-04-28;Google Ads;jardin;jardin;2664,06;72442;1367;8060,06;1,95;36,78;1,89;3,03
2025-04-28;Google Ads;mesa;mesa;3783,73;102299;2039;18640,85;1,86;36,99;1,99;4,93
2025-04-28;Google Ads;sillones;sillones;2863,85;78049;1441;14489,08;1,99;36,69;1,85;5,06
2025-04-28;Meta Ads;aromas;aromas;2203,54;51969;1162;15778,54;1,9;42,4;2,24;7,16
2025-04-28;Meta Ads;bano;bano;2810,1;65352;1491;6863,22;1,88;43,0;2,28;2,44
2025-04-28;Meta Ads;cocina;cocina;2688,52;64145;1387;15041,09;1,94;41,91;2,16;5,59
2025-04-28;Meta Ads;deco;deco;3479,36;89159;1807;13023,52;1,93;39,02;2,03;3,74
2025-04-28;Meta Ads;jardin;jardin;3220,23;80260;1705;17128,47;1,89;40,12;2,12;5,32
2025-04-28;Meta Ads;mesa;mesa;3013,61;75724;1601;10354,1;1,88;39,8;2,11;3,44
2025-04-28;Meta Ads;sillones;sillones;3669,44;94834;1934;4921,82;1,9;38,69;2,04;1,34
2025-05-05;Google Ads;aromas;aromas;2086,64;56465;1116;5253,74;1,87;36,95;1,98;2,52
2025-05-05;Google Ads;bano;bano;1947,53;52931;1004;11952,93;1,94;36,79;1,9;6,14
2025-05-05;Google Ads;cocina;cocina;2904,64;78806;1520;19081,97;1,91;36,86;1,93;6,57
2025-05-05;Google Ads;deco;deco;3328,81;90294;1746;10474,7;1,91;36,87;1,93;3,15
2025-05-05;Google Ads;jardin;jardin;2999,92;81171;1606;9763,6;1,87;36,96;1,98;3,25
2025-05-05;Google Ads;mesa;mesa;2785,42;75451;1478;13218,71;1,88;36,92;1,96;4,75
2025-05-05;Google Ads;sillones;sillones;3004,95;81540;1571;14731,83;1,91;36,85;1,93;4,9
2025-05-05;Meta Ads;aromas;aromas;1901,79;47117;1014;11961,69;1,88;40,36;2,15;6,29
2025-05-05;Meta Ads;bano;bano;2254,06;57868;1200;5092,96;1,88;38,95;2,07;2,26
2025-05-05;Meta Ads;cocina;cocina;1952,62;43593;999;9606,03;1,95;44,79;2,29;4,92
2025-05-05;Meta Ads;deco;deco;3185,28;78473;1686;11973,21;1,89;40,59;2,15;3,76
2025-05-05;Meta Ads;jardin;jardin;2190,84;51406;1144;8882,8;1,92;42,62;2,23;4,05
2025-05-05;Meta Ads;mesa;mesa;1743,91;38090;896;6551,38;1,95;45,78;2,35;3,76
2025-05-05;Meta Ads;sillones;sillones;2042,68;49895;1032;4852,55;1,98;40,94;2,07;2,38
2025-05-12;Google Ads;aromas;aromas;1651,99;44874;856;5063,94;1,93;36,81;1,91;3,07
2025-05-12;Google Ads;bano;bano;1953,81;53099;1008;10864,32;1,94;36,8;1,9;5,56
2025-05-12;Google Ads;cocina;cocina;3251,05;88044;1728;22448,5;1,88;36,93;1,96;6,9
2025-05-12;Google Ads;deco;deco;3746,83;101441;1996;15689,63;1,88;36,94;1,97;4,19
2025-05-12;Google Ads;jardin;jardin;2326,72;63219;1202;5891,07;1,94;36,8;1,9;2,53
2025-05-12;Google Ads;mesa;mesa;3120,83;84396;1679;12604,47;1,86;36,98;1,99;4,04
2025-05-12;Google Ads;sillones;sillones;2542,74;69214;1293;12863,57;1,97;36,74;1,87;5,06
2025-05-12;Meta Ads;aromas;aromas;1333,01;30556;682;10070,3;1,95;43,63;2,23;7,55
2025-05-12;Meta Ads;bano;bano;2019,69;52604;1063;5896,89;1,9;38,39;2,02;2,92
2025-05-12;Meta Ads;cocina;cocina;1736,86;37226;873;8836,9;1,99;46,66;2,35;5,09
2025-05-12;Meta Ads;deco;deco;3323,94;86734;1767;8487,55;1,88;38,32;2,04;2,55
2025-05-12;Meta Ads;jardin;jardin;2523,17;65674;1338;10738,91;1,89;38,42;2,04;4,26
2025-05-12;Meta Ads;mesa;mesa;1832,96;40706;948;6033,04;1,93;45,03;2,33;3,29
2025-05-12;Meta Ads;sillones;sillones;2936,71;75723;1554;7257,08;1,89;38,78;2,05;2,47
2025-05-19;Google Ads;aromas;aromas;1504,15;40932;767;2656,24;1,96;36,75;1,87;1,77
2025-05-19;Google Ads;bano;bano;2398,57;64959;1275;13786,45;1,88;36,92;1,96;5,75
2025-05-19;Google Ads;cocina;cocina;3204,3;86797;1700;18245,16;1,88;36,92;1,96;5,69
2025-05-19;Google Ads;deco;deco;3452,19;93584;1820;14680,16;1,9;36,89;1,94;4,25
2025-05-19;Google Ads;jardin;jardin;2845,48;77053;1514;8354,39;1,88;36,93;1,96;2,94
2025-05-19;Google Ads;mesa;mesa;2082,39;56704;1056;9790,9;1,97;36,72;1,86;4,7
2025-05-19;Google Ads;sillones;sillones;3453,7;93507;1840;17062,38;1,88;36,94;1,97;4,94
2025-05-19;Meta Ads;aromas;aromas;1191,11;28883;599;7148,26;1,99;41,24;2,07;6,0
2025-05-19;Meta Ads;bano;bano;1640,1;36325;842;3944,28;1,95;45,15;2,32;2,4
2025-05-19;Meta Ads;cocina;cocina;1724,29;42934;866;10353,05;1,99;40,16;2,02;6,0
2025-05-19;Meta Ads;deco;deco;3091,37;75270;1631;11333,09;1,9;41,07;2,17;3,67
2025-05-19;Meta Ads;jardin;jardin;2026,76;45566;1048;9551,67;1,93;44,48;2,3;4,71
2025-05-19;Meta Ads;mesa;mesa;1656,7;40779;845;6425,94;1,96;40,63;2,07;3,88
2025-05-19;Meta Ads;sillones;sillones;3172,58;72758;1691;7367,68;1,88;43,6;2,32;2,32
2025-05-26;Google Ads;aromas;aromas;1361,21;37120;681;2364,86;2,0;36,67;1,83;1,74
2025-05-26;Google Ads;bano;bano;1936,76;52644;997;11205,63;1,94;36,79;1,89;5,79
2025-05-26;Google Ads;cocina;cocina;3466,91;93800;1858;23799,23;1,87;36,96;1,98;6,86
2025-05-26;Google Ads;deco;deco;3028,68;82290;1566;12620,81;1,93;36,8;1,9;4,17
2025-05-26;Google Ads;jardin;jardin;3152,51;85240;1698;9219,52;1,86;36,98;1,99;2,92
2025-05-26;Google Ads;mesa;mesa;3026,19;81872;1622;15286,8;1,87;36,96;1,98;5,05
2025-05-26;Google Ads;sillones;sillones;2797,77;76015;1446;12399,21;1,93;36,81;1,9;4,43
2025-05-26;Meta Ads;aromas;aromas;1728,9;41695;913;13167,51;1,89;41,47;2,19;7,62
2025-05-26;Meta Ads;bano;bano;1511,12;35748;767;5029,73;1,97;42,27;2,15;3,33
2025-05-26;Meta Ads;cocina;cocina;2348,91;56656;1230;13349,14;1,91;41,46;2,17;5,68
2025-05-26;Meta Ads;deco;deco;3084,48;72388;1627;12685,85;1,9;42,61;2,25;4,11
2025-05-26;Meta Ads;jardin;jardin;1644,73;38425;826;9128,19;1,99;42,8;2,15;5,55
2025-05-26;Meta Ads;mesa;mesa;2041,39;47160;1070;7687,67;1,91;43,29;2,27;3,77
2025-05-26;Meta Ads;sillones;sillones;2574,86;65846;1343;7472,91;1,92;39,1;2,04;2,9
2025-06-02;Google Ads;aromas;aromas;1776,27;48188;930;4539,76;1,91;36,86;1,93;2,56
2025-06-02;Google Ads;bano;bano;2331,93;63182;1235;14196,74;1,89;36,91;1,95;6,09
2025-06-02;Google Ads;cocina;cocina;3455,68;93501;1851;22849,44;1,87;36,96;1,98;6,61
2025-06-02;Google Ads;deco;deco;3173,68;86157;1653;14149,92;1,92;36,84;1,92;4,46
2025-06-02;Google Ads;jardin;jardin;2604,84;70636;1369;7597,69;1,9;36,88;1,94;2,92
2025-06-02;Google Ads;mesa;mesa;2702,39;73237;1428;13101,46;1,89;36,9;1,95;4,85
2025-06-02;Google Ads;sillones;sillones;2537,04;69062;1290;10600,26;1,97;36,74;1,87;4,18
2025-06-02;Meta Ads;aromas;aromas;1524,26;37592;794;10826,45;1,92;40,55;2,11;7,1
2025-06-02;Meta Ads;bano;bano;2116,63;49287;1120;5341,74;1,89;42,94;2,27;2,52
2025-06-02;Meta Ads;cocina;cocina;1844,46;44888;936;9912,24;1,97;41,09;2,09;5,37
2025-06-02;Meta Ads;deco;deco;3138,46;74369;1659;9607,01;1,89;42,2;2,23;3,06
2025-06-02;Meta Ads;jardin;jardin;2443,81;59910;1292;11201,3;1,89;40,79;2,16;4,58
2025-06-02;Meta Ads;mesa;mesa;1945,36;46412;1014;8819,13;1,92;41,92;2,18;4,53
2025-06-02;Meta Ads;sillones;sillones;2581,11;67265;1346;4276,02;1,92;38,37;2,0;1,66
2025-06-09;Google Ads;aromas;aromas;1967,9;53299;1045;5460,25;1,88;36,92;1,96;2,77
2025-06-09;Google Ads;bano;bano;2570,24;69537;1378;13969,56;1,87;36,96;1,98;5,44
2025-06-09;Google Ads;cocina;cocina;3050,83;82705;1608;21521,23;1,9;36,89;1,94;7,05
2025-06-09;Google Ads;deco;deco;2657,17;72383;1343;9292,5;1,98;36,71;1,86;3,5
2025-06-09;Google Ads;jardin;jardin;2218,74;60340;1138;6430,4;1,95;36,77;1,89;2,9
2025-06-09;Google Ads;mesa;mesa;1943,13;52990;972;7390,46;2,0;36,67;1,83;3,8
2025-06-09;Google Ads;sillones;sillones;3161,45;85713;1665;14418,99;1,9;36,88;1,94;4,56
2025-06-09;Meta Ads;aromas;aromas;1426,65;32575;737;8992,2;1,94;43,8;2,26;6,3
2025-06-09;Meta Ads;bano;bano;1463,57;32652;739;4554,28;1,98;44,82;2,26;3,11
2025-06-09;Meta Ads;cocina;cocina;1850,07;40757;939;11020,68;1,97;45,39;2,3;5,96
2025-06-09;Meta Ads;deco;deco;2307,3;52862;1174;8954,12;1,97;43,65;2,22;3,88
2025-06-09;Meta Ads;jardin;jardin;2042,93;45521;1058;10138,65;1,93;44,88;2,32;4,96
2025-06-09;Meta Ads;mesa;mesa;2238,39;52302;1185;8155,17;1,89;42,8;2,27;3,64
2025-06-09;Meta Ads;sillones;sillones;2248,59;54057;1152;3142,72;1,95;41,6;2,13;1,4
2025-06-16;Google Ads;aromas;aromas;1939,17;52532;1028;3715,57;1,89;36,91;1,96;1,92
2025-06-16;Google Ads;bano;bano;2215,8;60085;1165;12726,76;1,9;36,88;1,94;5,74
2025-06-16;Google Ads;cocina;cocina;3084,98;83615;1628;20330,02;1,89;36,9;1,95;6,59
2025-06-16;Google Ads;deco;deco;4228,68;114290;2286;17351,12;1,85;37,0;2,0;4,1
2025-06-16;Google Ads;jardin;jardin;2612,63;70844;1374;9728,18;1,9;36,88;1,94;3,72
2025-06-16;Google Ads;mesa;mesa;2752,55;74575;1458;10655,78;1,89;36,91;1,96;3,87
2025-06-16;Google Ads;sillones;sillones;2527,85;68817;1284;14191,96;1,97;36,73;1,87;5,61
2025-06-16;Meta Ads;aromas;aromas;1557,62;34983;813;9541,26;1,92;44,53;2,32;6,13
2025-06-16;Meta Ads;bano;bano;1633,58;37061;838;4942,46;1,95;44,08;2,26;3,03
2025-06-16;Meta Ads;cocina;cocina;1752,79;41669;882;9589,34;1,99;42,06;2,12;5,47
2025-06-16;Meta Ads;deco;deco;3164,76;82511;1674;12359,21;1,89;38,36;2,03;3,91
2025-06-16;Meta Ads;jardin;jardin;2581,32;65189;1372;11012,43;1,88;39,6;2,1;4,27
2025-06-16;Meta Ads;mesa;mesa;1903,7;43813;989;6208,65;1,92;43,45;2,26;3,26
2025-06-16;Meta Ads;sillones;sillones;3161,62;82471;1685;6234,78;1,88;38,34;2,04;1,97
2025-06-23;Google Ads;aromas;aromas;1688,76;45855;878;2658,21;1,92;36,83;1,91;1,57
2025-06-23;Google Ads;bano;bano;2158,47;58556;1131;12730,83;1,91;36,86;1,93;5,9
2025-06-23;Google Ads;cocina;cocina;2476,57;67391;1263;16317,03;1,96;36,75;1,87;6,59
2025-06-23;Google Ads;deco;deco;3191,02;86619;1663;10125,55;1,92;36,84;1,92;3,17
2025-06-23;Google Ads;jardin;jardin;2112,75;57513;1074;7467,56;1,97;36,74;1,87;3,53
2025-06-23;Google Ads;mesa;mesa;2832,02;76694;1506;10816,11;1,88;36,93;1,96;3,82
2025-06-23;Google Ads;sillones;sillones;2943,18;79893;1534;16837,34;1,92;36,84;1,92;5,72
2025-06-23;Meta Ads;aromas;aromas;1515,92;36313;789;11379,8;1,92;41,75;2,17;7,51
2025-06-23;Meta Ads;bano;bano;1784,78;40289;926;5413,42;1,93;44,3;2,3;3,03
2025-06-23;Meta Ads;cocina;cocina;2495,89;58030;1316;14633,7;1,9;43,01;2,27;5,86
2025-06-23;Meta Ads;deco;deco;2983,82;77663;1568;8861,35;1,9;38,42;2,02;2,97
2025-06-23;Meta Ads;jardin;jardin;2629,3;67972;1400;10351,5;1,88;38,68;2,06;3,94
2025-06-23;Meta Ads;mesa;mesa;1990,33;50315;1040;7273,26;1,91;39,56;2,07;3,65
2025-06-23;Meta Ads;sillones;sillones;2999,18;74391;1590;6678,87;1,89;40,32;2,14;2,23
2025-06-30;Google Ads;aromas;aromas;1384,49;37741;695;2000,34;1,99;36,68;1,84;1,44
2025-06-30;Google Ads;bano;bano;2711,16;73295;1462;17609,36;1,85;36,99;1,99;6,5
2025-06-30;Google Ads;cocina;cocina;3242,25;87809;1723;19777,27;1,88;36,92;1,96;6,1
2025-06-30;Google Ads;deco;deco;4138,59;111888;2231;15960,89;1,86;36,99;1,99;3,86
2025-06-30;Google Ads;jardin;jardin;2668,6;72336;1408;10172,92;1,9;36,89;1,95;3,81
2025-06-30;Google Ads;mesa;mesa;2377,67;64578;1233;12351,04;1,93;36,82;1,91;5,19
2025-06-30;Google Ads;sillones;sillones;2469,56;67263;1249;14026,51;1,98;36,71;1,86;5,68
2025-06-30;Meta Ads;aromas;aromas;1191,79;27582;600;9120,15;1,99;43,21;2,18;7,65
2025-06-30;Meta Ads;bano;bano;1660,85;36919;854;5432,14;1,94;44,99;2,31;3,27
2025-06-30;Meta Ads;cocina;cocina;2276,99;52186;1188;12582,6;1,92;43,63;2,28;5,53
2025-06-30;Meta Ads;deco;deco;2478,46;58247;1274;6391,11;1,95;42,55;2,19;2,58
2025-06-30;Meta Ads;jardin;jardin;2581,0;65225;1372;10621,74;1,88;39,57;2,1;4,12
2025-06-30;Meta Ads;mesa;mesa;1457,18;34963;729;6507,39;2,0;41,68;2,09;4,47
2025-06-30;Meta Ads;sillones;sillones;2121,22;49239;1078;3766,14;1,97;43,08;2,19;1,78
2025-07-07;Google Ads;aromas;aromas;1698,0;46101;883;4119,65;1,92;36,83;1,92;2,43
2025-07-07;Google Ads;bano;bano;2483,51;67224;1326;12460,17;1,87;36,94;1,97;5,02
2025-07-07;Google Ads;cocina;cocina;3346,68;90594;1785;20895,0;1,87;36,94;1,97;6,24
2025-07-07;Google Ads;deco;deco;2808,01;76405;1433;10132,37;1,96;36,75;1,88;3,61
2025-07-07;Google Ads;jardin;jardin;3236,46;87479;1748;9543,67;1,85;37,0;2,0;2,95
2025-07-07;Google Ads;mesa;mesa;3038,2;82192;1629;14492,15;1,87;36,96;1,98;4,77
2025-07-07;Google Ads;sillones;sillones;3279,46;88860;1735;17110,06;1,89;36,91;1,95;5,22
2025-07-07;Meta Ads;aromas;aromas;1497,95;38101;778;9790,78;1,93;39,32;2,04;6,54
2025-07-07;Meta Ads;bano;bano;1619,99;35898;830;4569,51;1,95;45,13;2,31;2,82
2025-07-07;Meta Ads;cocina;cocina;1823,59;46065;924;9938,6;1,97;39,59;2,01;5,45
2025-07-07;Meta Ads;deco;deco;3266,11;78890;1733;9277,58;1,88;41,4;2,2;2,84
2025-07-07;Meta Ads;jardin;jardin;2112,44;48248;1098;9976,0;1,92;43,78;2,28;4,72
2025-07-07;Meta Ads;mesa;mesa;1847,4;42435;957;8318,51;1,93;43,53;2,26;4,5
2025-07-07;Meta Ads;sillones;sillones;3062,29;73286;1627;7224,55;1,88;41,79;2,22;2,36
2025-07-14;Google Ads;aromas;aromas;2127,29;57549;1141;6211,52;1,86;36,96;1,98;2,92
2025-07-14;Google Ads;bano;bano;2484,74;67257;1326;14154,27;1,87;36,94;1,97;5,7
2025-07-14;Google Ads;cocina;cocina;3514,57;95071;1886;23003,49;1,86;36,97;1,98;6,55
2025-07-14;Google Ads;deco;deco;3846,7;104104;2056;11616,19;1,87;36,95;1,97;3,02
2025-07-14;Google Ads;jardin;jardin;3239,63;87564;1750;11884,97;1,85;37,0;2,0;3,67
2025-07-14;Google Ads;mesa;mesa;2126,87;57890;1083;7511,98;1,96;36,74;1,87;3,53
2025-07-14;Google Ads;sillones;sillones;3173,97;86047;1672;15287,36;1,9;36,89;1,94;4,82
2025-07-14;Meta Ads;aromas;aromas;1399,49;35622;721;8698,08;1,94;39,29;2,02;6,22
2025-07-14;Meta Ads;bano;bano;1955,71;46855;1026;4775,1;1,91;41,74;2,19;2,44
2025-07-14;Meta Ads;cocina;cocina;2456,17;59280;1293;11616,85;1,9;41,43;2,18;4,73
2025-07-14;Meta Ads;deco;deco;2385,65;54376;1220;9646,81;1,96;43,87;2,24;4,04
2025-07-14;Meta Ads;jardin;jardin;1756,23;43603;891;9643,0;1,97;40,28;2,04;5,49
2025-07-14;Meta Ads;mesa;mesa;2126,76;51298;1119;9290,84;1,9;41,46;2,18;4,37
2025-07-14;Meta Ads;sillones;sillones;2054,41;46105;1039;2865,41;1,98;44,56;2,25;1,39
2025-07-21;Google Ads;aromas;aromas;1467,37;39951;745;4000,14;1,97;36,73;1,86;2,73
2025-07-21;Google Ads;bano;bano;1757,01;47851;890;9932,24;1,97;36,72;1,86;5,65
2025-07-21;Google Ads;cocina;cocina;2669,05;72524;1379;17378,61;1,94;36,8;1,9;6,51
2025-07-21;Google Ads;deco;deco;2890,72;78611;1483;11838,83;1,95;36,77;1,89;4,1
2025-07-21;Google Ads;jardin;jardin;3126,51;84547;1682;8575,64;1,86;36,98;1,99;2,74
2025-07-21;Google Ads;mesa;mesa;2412,65;65511;1254;9492,81;1,92;36,83;1,91;3,93
2025-07-21;Google Ads;sillones;sillones;3442,45;93207;1833;14694,3;1,88;36,93;1,97;4,27
2025-07-21;Meta Ads;aromas;aromas;1457,02;37539;754;9260,47;1,93;38,81;2,01;6,36
2025-07-21;Meta Ads;bano;bano;1394,72;29965;699;3248,97;2,0;46,54;2,33;2,33
2025-07-21;Meta Ads;cocina;cocina;2641,64;65311;1401;12537,33;1,89;40,45;2,15;4,75
2025-07-21;Meta Ads;deco;deco;2265,85;57474;1150;8336,88;1,97;39,42;2,0;3,68
2025-07-21;Meta Ads;jardin;jardin;2255,74;57757;1182;9440,72;1,91;39,06;2,05;4,19
2025-07-21;Meta Ads;mesa;mesa;2085,0;54151;1095;7868,41;1,9;38,5;2,02;3,77
2025-07-21;Meta Ads;sillones;sillones;3164,17;82245;1686;8686,6;1,88;38,47;2,05;2,75
2025-07-28;Google Ads;aromas;aromas;2134,59;57744;1145;5959,26;1,86;36,97;1,98;2,79
2025-07-28;Google Ads;bano;bano;2307,8;62539;1220;14001,65;1,89;36,9;1,95;6,07
2025-07-28;Google Ads;cocina;cocina;3067,98;83162;1618;22275,07;1,9;36,89;1,95;7,26
2025-07-28;Google Ads;deco;deco;2957,98;80405;1523;11347,58;1,94;36,79;1,89;3,84
2025-07-28;Google Ads;jardin;jardin;3149,61;85163;1696;7766,5;1,86;36,98;1,99;2,47
2025-07-28;Google Ads;mesa;mesa;2035,0;55440;1027;7431,45;1,98;36,71;1,85;3,65
2025-07-28;Google Ads;sillones;sillones;3866,02;104502;2087;21195,38;1,85;36,99;2,0;5,48
2025-07-28;Meta Ads;aromas;aromas;1545,76;34612;806;10833,37;1,92;44,66;2,33;7,01
2025-07-28;Meta Ads;bano;bano;1599,52;37758;818;3383,14;1,96;42,36;2,17;2,12
2025-07-28;Meta Ads;cocina;cocina;2674,85;62124;1420;13432,56;1,88;43,06;2,29;5,02
2025-07-28;Meta Ads;deco;deco;2883,85;66600;1510;11072,2;1,91;43,3;2,27;3,84
2025-07-28;Meta Ads;jardin;jardin;1767,47;44758;897;9648,09;1,97;39,49;2,0;5,46
2025-07-28;Meta Ads;mesa;mesa;2143,62;51205;1129;7346,87;1,9;41,86;2,2;3,43
2025-07-28;Meta Ads;sillones;sillones;2416,89;56906;1250;4373,31;1,93;42,47;2,2;1,81
2025-08-04;Google Ads;aromas;aromas;2273,47;61447;1229;5669,72;1,85;37,0;2,0;2,49
2025-08-04;Google Ads;bano;bano;2472,85;66940;1319;15721,44;1,87;36,94;1,97;6,36
2025-08-04;Google Ads;cocina;cocina;3290,67;89101;1752;20196,42;1,88;36,93;1,97;6,14
2025-08-04;Google Ads;deco;deco;2606,03;71020;1312;8023,03;1,99;36,69;1,85;3,08
2025-08-04;Google Ads;jardin;jardin;2161,32;58809;1103;5129,55;1,96;36,75;1,88;2,37
